RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7061,954140,Surname7060,603,Spain,Male,29,2,237210.6362001658,4,1,0,157734.46297494308,0
7062,211462,Surname7061,747,Spain,Male,53,8,100917.09544160111,3,1,1,91157.48083961863,0
7063,247735,Surname7062,652,Germany,Female,45,1,37476.25251210154,4,0,0,107151.2601539223,1
7064,979508,Surname7063,660,Germany,Male,26,8,5409.716282671506,2,0,1,166424.56834620933,0
7065,349737,Surname7064,741,Germany,Male,30,2,237537.7391592034,4,1,0,131422.5381963043,0
7066,381197,Surname7065,622,Spain,Male,39,3,194478.84695246816,4,1,0,111744.83863643189,0
7067,242157,Surname7066,723,France,Female,36,8,54096.079840799255,2,0,1,52027.716147062376,0
7068,451889,Surname7067,717,Spain,Female,58,2,35444.250118007,3,0,0,124538.25050062353,0
7069,290167,Surname7068,638,Germany,Male,30,5,239869.46990628666,3,1,1,65312.353065842835,1
7070,693805,Surname7069,538,Spain,Male,43,4,60197.87023353329,3,1,0,122142.26172519596,0
7071,776513,Surname7070,651,Spain,Female,40,5,115484.23872298026,1,1,1,98139.05224489071,1
7072,236319,Surname7071,740,France,Male,21,4,152713.3820374289,1,0,0,29327.301638088426,0
7073,514027,Surname7072,715,France,Female,18,10,15595.102900375136,4,0,1,172857.64081818276,0
7074,326453,Surname7073,786,Spain,Male,34,2,86108.31137148528,4,1,0,120450.05627084,1
7075,236645,Surname7074,610,Germany,Female,42,1,235910.0433923184,4,1,0,181560.1006906446,1
7076,612035,Surname7075,712,Spain,Female,53,9,175086.91375630497,2,1,0,186129.12929533602,0
7077,703555,Surname7076,569,Spain,Male,30,8,91946.30844391733,2,1,0,108340.08193413337,0
7078,238261,Surname7077,666,Spain,Female,42,3,197932.54993925855,1,1,1,138829.69011358637,1
7079,442221,Surname7078,738,Germany,Female,35,9,209296.70326061104,2,1,1,180122.95313263894,1
7080,536862,Surname7079,722,Germany,Female,55,5,37944.837843301546,4,1,0,139229.42883906784,0
7081,438767,Surname7080,658,Germany,Male,37,8,146648.60738700398,2,0,0,56347.860290078315,1
7082,231004,Surname7081,628,Germany,Male,33,4,91688.65012855249,4,0,0,59110.990383089505,0
7083,605187,Surname7082,570,Germany,Female,39,6,126715.76841183819,3,1,0,89587.91526964711,0
7084,153687,Surname7083,631,Spain,Female,39,4,117265.74340327311,3,1,1,17158.326426208863,0
7085,954744,Surname7084,545,Germany,Male,51,8,125956.00676340802,1,1,1,80486.50675578979,0
7086,207615,Surname7085,622,Spain,Male,38,1,130487.00933643634,4,0,1,37276.29880356892,0
7087,493120,Surname7086,505,Spain,Male,42,2,17314.104576552443,3,1,0,167156.92375596307,0
7088,651852,Surname7087,544,Spain,Female,21,4,44423.586390234195,4,0,1,158621.8140601183,0
7089,915267,Surname7088,718,France,Male,26,1,141549.39311200147,2,1,0,43273.033676043466,0
7090,631985,Surname7089,709,Germany,Male,34,5,234008.7161046212,3,0,1,64087.59678771254,1
7091,704453,Surname7090,626,Germany,Male,39,9,186628.95885341012,2,1,1,118290.05104663032,0
7092,829282,Surname7091,655,Spain,Male,30,2,59660.79087316975,4,0,0,57381.78305705238,0
7093,682111,Surname7092,665,France,Female,40,4,90429.52015660677,1,1,1,20553.53787727915,0
7094,633903,Surname7093,686,Germany,Female,32,4,83845.02634606509,3,0,1,155414.45288449747,0
7095,606554,Surname7094,678,Spain,Male,54,9,192379.16880670798,1,0,1,27313.555733361925,1
7096,700724,Surname7095,543,France,Female,35,7,243049.20848971538,3,1,1,138776.71026278575,0
7097,815879,Surname7096,454,Spain,Male,42,8,88851.44707642242,3,1,0,38472.22715112441,0
7098,482706,Surname7097,568,France,Female,35,3,3690.1739765121124,3,1,1,11458.694930853491,0
7099,957549,Surname7098,637,Spain,Male,37,9,234220.61299793326,1,0,1,116874.7025504951,1
7100,659070,Surname7099,726,Germany,Male,43,0,188307.0379886013,3,0,0,64088.1089054866,1
7101,178533,Surname7100,668,Spain,Female,39,4,208588.92296112073,2,0,1,34713.96239275804,0
7102,340011,Surname7101,692,Spain,Male,32,3,52170.189092279965,4,1,1,140144.90627423214,1
7103,289327,Surname7102,578,France,Male,41,4,161414.31671024964,3,1,0,132386.17049321008,1
7104,605168,Surname7103,644,France,Female,36,10,58177.17443755973,3,0,1,88162.5931467081,0
7105,172684,Surname7104,655,Germany,Male,43,8,2904.3255456670527,2,0,1,26833.35796992613,0
7106,550134,Surname7105,589,Spain,Female,49,7,39266.60911376928,1,1,1,98510.54498780466,1
7107,881453,Surname7106,564,France,Male,47,10,230701.76158979943,1,0,1,29791.64234843688,0
7108,839644,Surname7107,631,Germany,Male,27,10,53829.942351688056,2,1,1,198924.28244572668,0
7109,965990,Surname7108,702,Germany,Female,18,10,146285.5374113129,3,0,1,54595.87258080371,1
7110,316621,Surname7109,577,France,Female,60,7,242003.30612377456,2,0,0,10589.689763268267,0
7111,335295,Surname7110,633,France,Male,43,7,18921.581006301785,2,1,1,51805.45784477049,0
7112,967854,Surname7111,758,Spain,Male,41,0,201984.2859735391,4,1,0,127731.78402876016,0
7113,875723,Surname7112,608,Germany,Female,30,6,149389.2301558078,4,0,1,195524.9453402661,0
7114,881712,Surname7113,650,France,Female,18,3,80849.95344127597,3,0,1,109830.89995328215,0
7115,893070,Surname7114,641,Germany,Male,18,5,91063.6383429544,2,0,0,94563.43366275496,0
7116,923851,Surname7115,634,Spain,Male,34,3,6795.687209931678,1,0,0,198528.54323041963,1
7117,657665,Surname7116,783,France,Male,39,4,63958.8092631819,1,0,1,41344.29909541669,0
7118,730532,Surname7117,674,Germany,Female,54,4,105850.1362987502,4,1,0,47577.239225162484,0
7119,798476,Surname7118,524,France,Male,40,0,179228.3923811739,1,0,0,82332.57618565981,1
7120,837651,Surname7119,772,Spain,Female,44,5,68694.610398644,2,0,0,152025.42476638546,0
7121,647670,Surname7120,671,Spain,Male,32,9,145077.5223743389,4,0,1,67477.87766355966,0
7122,870663,Surname7121,620,Spain,Female,33,7,182921.9545746798,4,1,0,99284.351458154,1
7123,811423,Surname7122,757,Spain,Male,23,4,174632.7216039248,3,0,0,188475.96805044712,0
7124,253466,Surname7123,587,France,Female,25,9,147572.87851025054,4,1,1,175830.2367113602,0
7125,954221,Surname7124,787,France,Female,25,5,145047.83923283557,4,0,1,189934.63640778977,0
7126,334318,Surname7125,657,Germany,Male,34,4,180302.7263828922,1,1,0,41694.91897228891,1
7127,472778,Surname7126,730,Germany,Female,21,0,83877.9405139979,4,1,0,101606.94478460068,1
7128,231936,Surname7127,850,France,Female,29,4,112553.72561751034,4,1,0,145490.24005988392,0
7129,986004,Surname7128,664,France,Female,37,1,241541.71497015175,3,0,1,149250.13841403153,0
7130,747952,Surname7129,642,Germany,Male,18,3,167150.46338557595,3,1,0,114516.07698974645,0
7131,776315,Surname7130,564,France,Male,52,1,129973.04922344178,4,1,0,165943.85675086486,0
7132,472818,Surname7131,640,Spain,Male,55,7,144578.0206912132,1,1,0,18116.389474222215,1
7133,203533,Surname7132,567,Spain,Male,48,6,26107.19652858959,2,0,1,47412.87881720366,0
7134,968277,Surname7133,635,Spain,Female,41,8,147997.1889472604,1,1,0,72310.38016982551,1
7135,347997,Surname7134,850,Germany,Female,41,3,209124.74213554504,2,0,0,148491.9709375129,0
7136,169590,Surname7135,659,France,Male,43,4,130903.92227213638,3,0,1,181329.01935483565,1
7137,489919,Surname7136,605,Germany,Female,38,8,44224.4387343049,4,1,1,110483.56537625848,0
7138,428615,Surname7137,633,Germany,Female,39,8,112052.4781092801,1,0,1,144552.15239527123,0
7139,603692,Surname7138,617,France,Male,21,1,69505.94239637448,1,1,0,122937.87775069872,0
7140,581530,Surname7139,733,Germany,Male,39,10,89935.2090872336,2,1,0,185653.60676883077,0
7141,615795,Surname7140,642,Spain,Female,42,0,56252.24981865912,2,0,1,181017.14304743722,0
7142,405442,Surname7141,778,France,Male,41,2,83477.82645045243,4,0,0,163502.23240378444,0
7143,556324,Surname7142,624,Spain,Female,49,9,205424.57981336315,4,0,1,63120.61349874022,1
7144,344936,Surname7143,629,Spain,Female,52,0,189426.54113664676,3,0,0,80892.57542885275,1
7145,673212,Surname7144,578,France,Male,32,5,122634.77886001805,4,0,0,89122.23649411312,1
7146,509925,Surname7145,619,Spain,Male,26,7,195625.45885867058,1,0,1,10824.697624910013,0
7147,109726,Surname7146,511,Spain,Female,50,3,243891.29599442202,1,1,1,53908.79977207202,1
7148,291896,Surname7147,479,Spain,Male,44,10,101536.1266435724,1,0,1,145623.66163901257,0
7149,140542,Surname7148,699,France,Female,32,3,244996.79774734384,2,0,0,113434.19812791329,1
7150,513461,Surname7149,510,France,Female,35,10,61476.537389746736,4,0,0,191972.08105967822,0
7151,134753,Surname7150,682,France,Male,34,9,238634.45453833003,4,1,0,15539.744478364917,1
7152,966220,Surname7151,609,Germany,Male,40,0,216108.44711246897,2,1,0,81875.04608646437,0
7153,383460,Surname7152,725,Spain,Male,52,8,49782.739866047865,1,0,1,144382.03552634027,0
7154,333979,Surname7153,512,Germany,Male,29,9,87460.87575280176,2,0,0,35403.09446500118,0
7155,708986,Surname7154,697,Germany,Female,40,7,176980.27135095233,3,1,0,104928.21367499635,0
7156,378104,Surname7155,676,Spain,Male,40,2,47905.270801035156,1,1,1,13011.877142422836,0
7157,130791,Surname7156,679,France,Male,18,2,147676.63336750373,1,1,0,44229.157165773446,1
7158,387360,Surname7157,739,Germany,Male,63,9,133701.7822511535,3,1,0,188255.93338056785,0
7159,426571,Surname7158,655,France,Female,40,3,72968.52049188393,1,1,0,123873.135100872,0
7160,998902,Surname7159,454,France,Male,49,3,75133.35993106801,1,1,1,154253.77808864694,1
7161,697578,Surname7160,685,Spain,Male,21,1,129077.0676499834,4,1,0,29414.40784662108,0
7162,671302,Surname7161,675,Germany,Male,57,3,74962.35040859043,1,1,0,54572.265104480844,0
7163,235150,Surname7162,630,Germany,Male,34,1,45063.6738915291,1,1,0,46464.650575835214,1
7164,150519,Surname7163,582,France,Male,18,10,193339.6742346812,2,1,1,62204.1480017725,1
7165,890474,Surname7164,621,Spain,Female,23,10,145440.39929291865,3,0,0,59079.77242112638,1
7166,673340,Surname7165,766,Germany,Female,25,6,109409.01013680702,1,1,0,117070.657878474,0
7167,114389,Surname7166,576,France,Female,30,4,45311.89619482748,2,1,1,144080.81348592706,0
7168,458105,Surname7167,510,France,Male,25,6,148591.36944162202,1,0,1,114203.21902061737,0
7169,692399,Surname7168,532,France,Male,46,5,157151.64743368863,2,0,0,66819.58885530636,0
7170,991490,Surname7169,647,Spain,Female,39,1,119938.90528959372,2,0,0,142015.12156244158,1
7171,980147,Surname7170,783,Spain,Male,43,1,93184.85317276232,3,0,0,114856.32092858935,0
7172,937165,Surname7171,826,France,Female,42,0,216811.68302287086,2,1,1,131322.40974633806,1
7173,921186,Surname7172,702,France,Male,35,0,176202.4518094232,4,1,1,50199.30562687891,0
7174,972318,Surname7173,571,Spain,Female,22,4,89042.85825752161,1,0,1,192330.58628049935,0
7175,257753,Surname7174,579,France,Female,22,4,148272.61225880968,4,1,0,72271.27811241068,1
7176,713812,Surname7175,720,France,Male,23,6,58432.78379516373,4,0,1,80241.65107840726,1
7177,443150,Surname7176,756,Spain,Male,27,0,2867.4914870276402,3,0,1,112696.26872142439,0
7178,911136,Surname7177,598,France,Male,54,4,217211.82608594684,4,1,1,19441.46666623575,1
7179,597488,Surname7178,763,France,Male,23,1,204722.25694449415,3,1,0,46321.79554832537,0
7180,194913,Surname7179,631,France,Male,52,9,159850.7989774278,1,0,1,164411.78025707474,1
7181,718396,Surname7180,707,Spain,Female,27,0,202828.40808899666,1,1,0,160836.2056778904,1
7182,879091,Surname7181,741,Spain,Male,24,6,195205.6522155334,3,1,1,36946.06445888431,0
7183,369637,Surname7182,531,Spain,Female,42,2,215064.0575531857,2,1,1,122040.68807171323,0
7184,169639,Surname7183,686,Germany,Male,50,10,222966.00630534865,3,0,0,22589.454483181926,0
7185,331452,Surname7184,764,Germany,Female,21,8,204700.81097664282,3,1,0,24178.158032422576,0
7186,416527,Surname7185,605,Germany,Female,37,4,212937.17784084997,4,0,0,161924.50663682056,0
7187,758354,Surname7186,565,Germany,Female,49,4,125423.94888921171,1,1,0,99400.77013748365,0
7188,824640,Surname7187,689,Spain,Male,47,4,177001.859104755,1,1,1,186042.4289374699,0
7189,409378,Surname7188,660,France,Female,22,8,83311.66144900731,1,0,0,100843.22201775487,1
7190,752962,Surname7189,623,Spain,Male,35,9,215282.9686539272,3,0,1,163322.39535048217,0
7191,586084,Surname7190,649,Germany,Female,21,0,214647.6590568784,3,0,0,131365.3844185142,1
7192,629882,Surname7191,516,Spain,Male,41,4,16535.619752910872,1,0,0,91813.90121836228,0
7193,861195,Surname7192,682,France,Female,39,9,86754.96183595136,3,1,1,115425.48964845111,1
7194,369515,Surname7193,777,Germany,Male,43,5,42861.200777437516,1,1,0,187503.47127202482,1
7195,671603,Surname7194,592,France,Male,28,8,33949.983935491204,4,1,0,24412.627100805832,0
7196,838924,Surname7195,583,France,Female,31,2,103723.19345464461,4,0,0,110599.48018252099,1
7197,751539,Surname7196,663,France,Female,47,0,156415.34929271604,3,1,1,19850.740683723292,0
7198,332520,Surname7197,850,Germany,Male,48,10,85931.44806030099,2,1,1,115533.67097480225,0
7199,703814,Surname7198,737,Spain,Female,54,10,77303.74231606924,1,1,1,125316.7531534943,0
7200,343459,Surname7199,642,Germany,Male,52,7,23614.39802635451,4,0,1,163424.22260696455,0
7201,771986,Surname7200,653,Germany,Male,21,8,95729.94729812728,2,0,1,161654.39311962767,0
7202,972437,Surname7201,745,Spain,Female,50,10,117744.42671195348,4,0,0,11917.71530505706,1
7203,337330,Surname7202,577,Spain,Male,37,5,99676.49787100471,1,0,0,23526.191749666308,0
7204,205573,Surname7203,698,Spain,Female,45,4,170021.0806099808,1,1,0,140062.10118251675,1
7205,237900,Surname7204,560,Spain,Male,34,7,72039.53260484566,4,0,0,44744.808083460666,0
7206,419658,Surname7205,723,France,Male,28,5,179010.6626220477,3,1,0,110345.10746824073,0
7207,600364,Surname7206,626,Germany,Male,35,5,220692.32638482208,1,0,1,54026.44968171626,0
7208,605740,Surname7207,666,Germany,Male,38,8,147810.07474365,2,1,0,168572.56638072088,0
7209,335707,Surname7208,621,Germany,Female,40,8,97169.41431452039,2,0,1,139372.09589847963,0
7210,808024,Surname7209,705,Spain,Male,47,0,44923.221068975814,3,0,1,92752.29550285116,0
7211,604917,Surname7210,636,Germany,Female,27,1,233105.9317927638,4,1,0,52681.986713751474,1
7212,773243,Surname7211,822,France,Male,26,0,187963.90368040785,1,0,1,135279.38709768472,0
7213,798419,Surname7212,763,Germany,Male,21,1,61610.278696817375,1,0,0,76743.8493211026,1
7214,577294,Surname7213,545,Germany,Female,35,2,37658.69641094874,3,1,1,121931.10242459209,0
7215,798292,Surname7214,665,France,Male,29,1,12327.553224614512,1,0,0,136939.66636481564,1
7216,623116,Surname7215,708,France,Male,34,5,47638.2443773051,1,0,0,36156.747340600064,0
7217,554485,Surname7216,613,Germany,Female,38,3,183093.80504322323,2,1,1,19359.35957227068,1
7218,613066,Surname7217,746,Spain,Male,20,4,157383.39794223002,2,0,0,103730.74689572162,0
7219,962418,Surname7218,737,Spain,Male,32,9,241859.16274909873,4,1,0,40076.93985572807,1
7220,972391,Surname7219,643,Germany,Male,41,8,80492.7393764658,2,0,1,27037.321648878995,0
7221,364179,Surname7220,728,Germany,Female,38,1,196650.04806010643,4,0,0,26919.172254317105,0
7222,209767,Surname7221,457,Germany,Female,34,2,30114.738629983207,2,0,0,143399.0735513746,0
7223,533961,Surname7222,758,Germany,Female,37,9,140645.67443374425,4,1,1,182000.6905383392,0
7224,641529,Surname7223,720,Spain,Female,35,0,116697.69302917934,1,0,0,187049.51549051536,1
7225,677263,Surname7224,562,Germany,Female,28,1,209549.86239062034,1,1,0,187823.46998075847,0
7226,254226,Surname7225,670,France,Female,26,0,175400.80794201253,2,1,0,137489.1252197529,1
7227,591818,Surname7226,487,Spain,Female,64,8,48578.84505524554,1,1,0,185914.52133015,1
7228,156396,Surname7227,588,Spain,Female,44,2,245971.11604967152,4,0,0,35050.76078525739,1
7229,592443,Surname7228,737,France,Male,48,2,205785.83657645216,3,0,0,124286.79358797969,1
7230,218920,Surname7229,648,Germany,Female,44,6,88657.59718921856,3,0,1,154399.61324112277,0
7231,506547,Surname7230,644,Germany,Male,51,0,206507.5636961068,1,0,1,189182.15883357747,1
7232,294999,Surname7231,653,Germany,Male,43,8,239227.66061834738,1,1,1,72388.69959021316,0
7233,710514,Surname7232,644,Germany,Male,18,6,222570.4848707597,2,1,1,121107.23437256919,1
7234,709007,Surname7233,728,Germany,Male,29,8,139052.49818887297,2,0,1,86675.51980843212,1
7235,163014,Surname7234,600,France,Male,40,7,144286.95697933892,4,1,1,112271.07677983536,1
7236,663634,Surname7235,683,Germany,Female,40,4,26649.69484428664,4,1,1,105677.71940292578,0
7237,694699,Surname7236,558,France,Female,39,2,41176.63176936121,3,0,0,171440.98737275944,0
7238,285550,Surname7237,709,France,Male,26,10,245652.15964342223,4,0,0,166572.69962774526,1
7239,767614,Surname7238,624,France,Female,32,8,192447.54278615682,1,1,0,85033.30094382618,0
7240,286806,Surname7239,646,Germany,Female,40,4,6376.750676165693,1,0,1,63391.81773797527,0
7241,521837,Surname7240,621,Germany,Female,38,8,136885.69957037497,2,0,1,171667.15175585894,0
7242,438585,Surname7241,631,Spain,Female,45,2,86324.21586272321,1,1,1,191385.02797496176,1
7243,146121,Surname7242,569,Spain,Female,27,5,77878.23721728071,4,1,0,13537.34662348557,0
7244,836778,Surname7243,676,France,Male,42,1,139150.94851666325,4,1,0,105190.80101332304,0
7245,422341,Surname7244,694,Spain,Male,32,2,80037.70334316473,2,0,1,156588.27324064984,0
7246,184577,Surname7245,543,France,Male,34,1,62888.636251431264,4,1,1,197334.53101288487,0
7247,456778,Surname7246,602,Spain,Male,37,1,234453.9767063648,2,1,1,110799.0092128656,0
7248,349106,Surname7247,652,Germany,Male,20,4,9964.301265165564,1,0,1,146611.58555941566,0
7249,535647,Surname7248,602,Germany,Female,39,9,109042.75078865739,2,0,0,187336.32226524048,0
7250,592461,Surname7249,632,France,Female,50,3,127796.52647882597,4,1,0,81291.89533702188,0
7251,986643,Surname7250,779,France,Male,25,10,109987.9470683764,4,1,0,178115.9082160434,0
7252,760197,Surname7251,568,Germany,Male,56,3,164312.8095161807,3,0,1,60568.96865454166,1
7253,605200,Surname7252,465,Germany,Female,31,7,6419.0047294838405,2,0,0,147837.03708906917,0
7254,583241,Surname7253,602,Germany,Female,43,5,221249.6104193941,4,1,1,191623.07157626003,0
7255,576379,Surname7254,623,Spain,Male,24,9,125053.05930247712,3,1,1,133177.79204658262,1
7256,572295,Surname7255,610,Spain,Male,59,1,138418.61294549427,1,0,1,81479.35368326968,1
7257,505831,Surname7256,671,Spain,Female,27,0,115692.77127670386,1,1,0,24808.76241879218,1
7258,625754,Surname7257,567,Spain,Female,40,4,111127.13036210772,1,0,1,48127.44075783237,0
7259,917203,Surname7258,555,France,Male,32,6,46674.85136247607,1,1,1,148558.48402463735,1
7260,446030,Surname7259,596,France,Female,37,4,126098.87676385332,1,1,1,198038.5592762471,1
7261,428055,Surname7260,597,Spain,Female,39,3,105336.80851815999,2,1,1,171452.53375269123,0
7262,853926,Surname7261,819,France,Male,34,4,117029.86231017899,1,0,1,160381.29764145822,1
7263,513962,Surname7262,774,Spain,Female,31,10,3457.7201774806667,4,0,1,13558.66489787918,0
7264,188422,Surname7263,516,Spain,Male,37,9,32723.370544941095,4,1,0,149401.36020814348,0
7265,603100,Surname7264,495,Germany,Female,37,7,190792.82585148857,1,0,1,167236.7167059067,1
7266,435513,Surname7265,643,Spain,Male,41,4,104775.99569169171,1,0,0,71749.37667384613,1
7267,888325,Surname7266,802,France,Female,42,8,185726.75240556858,3,1,0,199943.65727071828,0
7268,392717,Surname7267,703,Spain,Female,46,9,42777.815273239314,2,1,1,16813.88492884417,0
7269,721195,Surname7268,647,Germany,Male,43,6,174552.57631853424,4,0,1,84305.18409158864,0
7270,832722,Surname7269,613,France,Male,39,10,72277.91201948772,4,1,0,50400.1059799927,0
7271,986388,Surname7270,736,Germany,Female,35,10,176280.40708293905,4,1,0,194782.66968210533,0
7272,842820,Surname7271,664,Spain,Male,22,1,21695.93747697854,4,0,0,137694.35067695775,1
7273,882381,Surname7272,788,Spain,Male,39,8,83410.36750407451,1,1,1,89177.22885278356,0
7274,526583,Surname7273,514,Spain,Female,48,1,29839.103607220113,1,0,1,194795.15549673414,0
7275,252271,Surname7274,683,Spain,Female,30,5,157411.05194894684,2,0,0,21685.106910032322,1
7276,453548,Surname7275,604,France,Female,31,7,98149.51723268053,3,1,0,51701.15578522502,0
7277,829688,Surname7276,683,Spain,Male,51,1,18569.231651473867,1,1,1,90286.54406735075,1
7278,944156,Surname7277,670,Germany,Female,54,5,131591.4887902974,4,0,0,33614.01113764155,1
7279,972565,Surname7278,690,France,Female,29,4,6224.249954106309,3,0,1,199419.06044707046,0
7280,267477,Surname7279,728,France,Male,63,6,204619.41629082887,4,0,1,118947.87393490307,1
7281,329304,Surname7280,761,France,Male,42,9,234586.57538959797,2,1,1,40806.92398435452,0
7282,640277,Surname7281,806,Germany,Male,47,4,202517.69738768364,1,0,1,57213.944853543326,1
7283,915363,Surname7282,651,Germany,Female,34,2,237876.45879010105,2,1,0,85281.76894036151,1
7284,895722,Surname7283,606,Germany,Male,40,5,224277.9257654122,4,0,0,148011.24786636425,1
7285,745424,Surname7284,551,Germany,Female,42,6,223732.60031440982,1,0,0,67780.38234815825,1
7286,442022,Surname7285,684,Spain,Female,29,0,61360.03223721512,1,1,1,66599.99213572314,0
7287,452621,Surname7286,716,Spain,Female,54,7,57792.20750562169,1,0,1,128919.58613233508,0
7288,572697,Surname7287,542,Germany,Female,37,7,202355.77716228654,1,1,0,18704.61817402418,0
7289,831658,Surname7288,741,Germany,Male,32,3,122846.16813855503,2,1,0,145274.13325433515,0
7290,750587,Surname7289,641,Spain,Male,26,7,235578.13811863674,1,1,0,114057.26306477176,1
7291,785493,Surname7290,549,Spain,Male,43,2,224314.67910032277,3,0,1,92458.43952299155,0
7292,867976,Surname7291,582,Germany,Male,40,4,223294.56226310483,1,1,0,84666.07482585494,0
7293,729974,Surname7292,574,France,Female,28,2,81529.9330116637,4,1,1,52004.44649565189,0
7294,469430,Surname7293,575,France,Male,39,1,33225.55716210735,2,1,1,55656.61696615435,0
7295,578705,Surname7294,695,Germany,Female,42,4,169485.97171121484,3,1,1,104971.2134730497,0
7296,402619,Surname7295,719,France,Male,34,7,110144.2012621948,4,0,1,47667.98368419601,0
7297,706954,Surname7296,785,Spain,Male,41,8,233485.61766971907,1,1,1,117861.54342965808,0
7298,458766,Surname7297,594,France,Female,38,4,213465.47679294262,4,0,0,133441.96601895316,1
7299,813016,Surname7298,677,Germany,Female,35,2,232207.25922197624,2,0,1,96990.82388138441,1
7300,759993,Surname7299,598,France,Female,28,2,141966.5654496801,2,1,1,30324.805760446718,1
7301,510520,Surname7300,651,France,Male,39,7,131556.9369916434,1,0,0,188139.23373415007,0
7302,207573,Surname7301,531,France,Female,18,2,211770.89093474683,3,0,1,168317.2102791059,1
7303,853180,Surname7302,560,Spain,Male,52,8,127972.5083112051,2,1,0,191172.1162882395,0
7304,932978,Surname7303,714,Spain,Female,49,9,225007.2106651581,2,1,1,79962.66930342374,1
7305,369152,Surname7304,531,Spain,Male,27,0,8607.091306018721,3,0,0,16115.419429428257,0
7306,410435,Surname7305,699,Germany,Female,23,0,89697.37295650334,1,0,0,92905.46085721167,1
7307,258477,Surname7306,595,France,Female,49,4,208708.40970359388,4,1,1,98362.56868344427,1
7308,348141,Surname7307,495,Spain,Female,36,3,52487.65567176516,1,0,1,144239.75337477482,0
7309,398530,Surname7308,446,Spain,Female,38,2,99741.74166236768,1,0,1,149593.87197803427,0
7310,715197,Surname7309,767,France,Male,38,0,2510.650125019803,4,0,0,90705.28561860055,0
7311,251899,Surname7310,497,Germany,Male,24,6,75429.52812854515,4,1,0,195670.44211569737,0
7312,919472,Surname7311,644,France,Male,45,0,79659.49519781843,1,1,0,31329.346872136357,1
7313,684642,Surname7312,678,Germany,Male,42,5,183136.4505283977,3,1,1,181463.60001386193,0
7314,440687,Surname7313,544,France,Female,38,9,169333.13370064454,4,1,1,156282.70682308584,0
7315,642445,Surname7314,605,Spain,Female,18,1,111239.35799616502,2,1,0,111303.79953304674,1
7316,659603,Surname7315,688,Spain,Male,43,3,182125.78914449818,1,1,1,154888.08654904764,1
7317,398076,Surname7316,673,Spain,Male,41,7,107083.73964514864,2,1,0,153292.0335703979,0
7318,514380,Surname7317,613,Germany,Male,37,2,108652.6943923006,2,0,1,41677.53244766178,0
7319,769774,Surname7318,668,France,Male,47,8,161388.59789844818,4,1,1,111169.36290399366,1
7320,882957,Surname7319,641,Germany,Male,49,4,180720.7741189213,3,1,1,99476.71229753,1
7321,232018,Surname7320,572,Spain,Female,41,5,211726.07967361156,2,1,1,103888.02101390256,1
7322,901125,Surname7321,746,Germany,Female,22,1,187850.63364817886,1,0,0,41973.0601593513,1
7323,389385,Surname7322,666,Germany,Male,25,0,167578.7857255647,4,0,1,83147.4716282185,0
7324,195790,Surname7323,502,Germany,Male,31,4,140369.37272830293,2,0,1,108570.79901128497,0
7325,696543,Surname7324,691,France,Female,35,0,77027.15427162222,1,1,0,140008.00563857894,0
7326,820117,Surname7325,600,Germany,Male,46,3,65270.95984410236,1,0,1,90401.1143018637,0
7327,272275,Surname7326,626,Germany,Male,41,7,210812.75033032786,1,1,0,132909.56665565947,1
7328,817221,Surname7327,650,Germany,Female,36,1,179336.06287613884,2,1,1,127333.24932912811,0
7329,361439,Surname7328,586,Spain,Female,44,5,166352.96885659086,3,0,0,164464.42513686372,0
7330,111350,Surname7329,794,Spain,Female,30,9,64709.35064748995,2,0,0,88826.33821287414,0
7331,810872,Surname7330,530,France,Male,44,4,242449.39880620828,3,1,0,175806.97647135452,1
7332,418953,Surname7331,654,Spain,Male,40,0,20328.255462143286,3,1,0,14993.632566765313,0
7333,201894,Surname7332,680,France,Female,43,7,209563.28750457606,4,0,1,181147.7573269862,1
7334,459701,Surname7333,653,Spain,Male,46,4,52695.05258220541,4,1,1,190745.3210277785,0
7335,536048,Surname7334,634,France,Male,37,8,98065.74035224896,3,0,0,88373.74575339723,0
7336,656016,Surname7335,619,France,Male,18,1,106969.86070748152,2,0,0,190371.96696762607,1
7337,379720,Surname7336,585,France,Male,31,5,165675.31269358538,3,1,0,174248.78250435198,1
7338,522217,Surname7337,584,Spain,Male,45,6,136665.59061131044,3,1,1,20837.78705397521,0
7339,620841,Surname7338,742,Germany,Female,32,0,46520.995924250296,3,0,0,133769.40696090081,0
7340,183384,Surname7339,614,Spain,Male,31,9,7504.1216576472725,1,1,1,184355.6495061396,0
7341,100390,Surname7340,820,Germany,Female,38,3,179303.3442654854,3,0,0,49154.369772637765,0
7342,580751,Surname7341,703,Spain,Female,48,1,126230.74198964976,1,0,1,184921.20447983872,1
7343,931868,Surname7342,436,Germany,Male,42,6,90446.46117085422,3,1,1,49316.12624634125,0
7344,635857,Surname7343,720,Spain,Female,55,2,71134.82312656811,2,0,0,129942.58101908976,0
7345,506245,Surname7344,645,France,Female,42,8,205761.07919992428,4,1,0,82315.78404701677,1
7346,122490,Surname7345,538,France,Male,41,7,198882.81683325992,4,1,0,114135.72377978267,1
7347,932307,Surname7346,754,France,Female,35,9,206512.58063574776,1,0,1,63476.81739880453,1
